Accession ID	Collection date	Submission date	Location
EPI_ISL_433257	2020-04-04	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_434339	2020-03-24	2020-04-29	North America / USA / Washington / Kittitas County
EPI_ISL_433439	2020-04-11	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433839	2020-04-07	2020-04-29	Europe / United Kingdom / England
EPI_ISL_433739	2020-03-26	2020-04-29	Europe / United Kingdom / England
EPI_ISL_434239	2020-04-04	2020-04-29	North America / USA / Washington / Yakima County
EPI_ISL_434939	2020-03-28	2020-05-01	North America / USA / Texas
EPI_ISL_435539	2020-04-21	2020-05-05	North America / USA / New York / Staten Island
EPI_ISL_445139	2020-04-01	2020-05-15	North America / USA / Louisiana / New Orleans
EPI_ISL_437739	2020-03-29	2020-05-11	Asia / Saudi Arabia / Madinah
EPI_ISL_438039	2020-03-14	2020-05-12	Europe / Austria / Vienna
EPI_ISL_440739	2020-04-03	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440239	2020-03-21	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440539	2020-03-12	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440639	2020-04-04	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439439	2020-03-31	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440139	2020-03-18	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442739	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443239	2020-03-17	2020-05-12	Asia / Singapore
EPI_ISL_442639	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441339	2020-03-31	2020-05-12	Europe / United Kingdom / England
EPI_ISL_446139	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_440939	2020-04-25	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440839	2020-03-31	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441039	2020-04-04	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441639	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442339	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444439	2020-04-16	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444639	2020-03-30	2020-05-14	North America / USA / New York / Manhattan
EPI_ISL_444939	2020-03-30	2020-05-14	Europe / Denmark
EPI_ISL_446039	2020-04-09	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_441735	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443240	2020-03-17	2020-05-12	Asia / Singapore
EPI_ISL_441740	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433140	2020-04-16	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_435040	2020-04-15	2020-05-01	North America / USA / Louisiana / Iberville Parish
EPI_ISL_433240	2020-04-03	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_434840	2020-03-21	2020-05-01	North America / USA / Texas
EPI_ISL_434940	2020-03-28	2020-05-01	North America / USA / Texas
EPI_ISL_433640	2020-04-05	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433840	2020-04-07	2020-04-29	Europe / United Kingdom / England
EPI_ISL_433940	2020-04-12	2020-04-29	Europe / United Kingdom / England
EPI_ISL_434240	2020-04-05	2020-04-29	North America / USA / Washington / King County
EPI_ISL_437440	2020-04-26	2020-05-09	Asia / India / Gujarat / Surat
EPI_ISL_437640	2020-03-27	2020-05-11	Europe / Denmark
EPI_ISL_439140	2020-03-28	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_442740	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443940	2020-03-25	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444340	2020-04-27	2020-05-13	Europe / United Kingdom / England
EPI_ISL_443540	2020-04-12	2020-05-12	Europe / United Kingdom / England
EPI_ISL_434041	2020-04-16	2020-04-29	Europe / United Kingdom / England
EPI_ISL_434141	2020-03-29	2020-04-29	North America / USA / Washington / Skagit County
EPI_ISL_434541	2020-03-23	2020-04-29	North America / Puerto Rico
EPI_ISL_433241	2020-04-03	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_434641	2020-03-25	2020-04-30	Europe / Sweden / Norrbotten
EPI_ISL_434841	2020-03-21	2020-05-01	North America / USA / Texas
EPI_ISL_435541	2020-04-21	2020-05-05	North America / USA / New York / Nassau County
EPI_ISL_436241	2020-03-18	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_437241	2020-04-07	2020-05-08	Europe / Germany / Bavaria / Munich
EPI_ISL_440141	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_437441	2020-04-26	2020-05-09	Asia / India / Gujarat / Surat
EPI_ISL_438041	2020-03-15	2020-05-12	Europe / Austria / Vienna
EPI_ISL_439041	2020-04-27	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_439341	2020-04-30	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_442541	2020-04-11	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442841	2020-04-08	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443041	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443441	2020-04-17	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440741	2020-04-03	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441341	2020-04-01	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441841	2020-04-01	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444941	2020-03-29	2020-05-14	Europe / Denmark
EPI_ISL_445241	2020-04-23	2020-05-15	Europe / Sweden / Skane
EPI_ISL_445541	2020-04-05	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_443841	2020-03-31	2020-05-12	Europe / United Kingdom / England
EPI_ISL_435141	2020-03-12	2020-05-03	Asia / United Arab Emirates
EPI_ISL_441142	2020-04-03	2020-05-12	Europe / United Kingdom / England
EPI_ISL_437242	2020-04-09	2020-05-08	Europe / Germany / Bavaria / Munich
EPI_ISL_444442	2020-04-17	2020-05-13	Europe / United Kingdom / England
EPI_ISL_435542	2020-04-22	2020-05-05	North America / USA / New York / Brooklyn
EPI_ISL_437942	2020-03-11	2020-05-12	Europe / Austria / Ischgl
EPI_ISL_442542	2020-04-10	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443042	2020-04-11	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442842	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443742	2020-03-25	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439442	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433442	2020-04-12	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433142	2020-04-16	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_443842	2020-03-28	2020-05-12	Europe / United Kingdom / England
EPI_ISL_446042	2020-04-10	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_437542	2020-04-03	2020-05-11	North America / USA / Louisiana / New Orleans
EPI_ISL_433542	2020-03-31	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_444942	2020-03-29	2020-05-14	Europe / Denmark
EPI_ISL_444742	2020-04-02	2020-05-14	North America / USA / New Jersey / Hudson County
EPI_ISL_440542	2020-03-11	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436942	2020-04-08	2020-05-07	North America / USA / Louisiana
EPI_ISL_435442	2020-04-07	2020-05-05	North America / USA / Alaska / Anchorage-Mat Su
EPI_ISL_438342	2020-03-29	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439642	2020-03-24	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436242	2020-03-18	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_436342	2020-03-25	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_438543	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438443	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441643	2020-04-03	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442543	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442143	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_435643	2020-03-12	2020-05-05	North America / USA / California / Santa Clara County
EPI_ISL_433743	2020-03-26	2020-04-29	Europe / United Kingdom / England
EPI_ISL_434943	2020-04-01	2020-05-01	North America / USA / Texas
EPI_ISL_436843	2020-03-23	2020-05-07	North America / USA / Michigan
EPI_ISL_439343	2020-04-30	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_442043	2020-04-12	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444743	2020-04-02	2020-05-14	North America / USA / New York / Suffolk County
EPI_ISL_434343	2020-03-24	2020-04-29	North America / USA / Washington / King County
EPI_ISL_443243	2020-03-18	2020-05-12	Asia / Singapore
EPI_ISL_436043	2020-03-28	2020-05-05	North America / USA / District of Columbia
EPI_ISL_437343	2020-04-15	2020-05-08	Africa / Democratic Republic of the Congo / Kinshasa
EPI_ISL_433443	2020-04-12	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_445043	2020-04-27	2020-05-14	North America / USA / Florida
EPI_ISL_434143	2020-03-27	2020-04-29	North America / USA / Washington / Adams County
EPI_ISL_442943	2020-04-08	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433444	2020-04-12	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_444244	2020-04-19	2020-05-13	Europe / United Kingdom / England
EPI_ISL_436944	2020-04-06	2020-05-07	North America / USA / Louisiana
EPI_ISL_438644	2020-04-23	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440144	2020-03-21	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439744	2020-04-09	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436444	2020-04-09	2020-05-06	Asia / India / Maharashtra
EPI_ISL_439644	2020-03-23	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442244	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440344	2020-03-19	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442644	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441644	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_445244	2020-04-25	2020-05-15	Asia / Bangladesh
EPI_ISL_433844	2020-04-07	2020-04-29	Europe / United Kingdom / England
EPI_ISL_444544	2020-03-14	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_437944	2020-03-17	2020-05-12	Europe / Austria / Aldrans
EPI_ISL_442044	2020-03-26	2020-05-12	Asia / Iran / Tehran
EPI_ISL_438944	2020-04-18	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_443444	2020-04-14	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438844	2020-04-05	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_433644	2020-04-05	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_439144	2020-04-07	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_433544	2020-03-31	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_444744	2020-04-02	2020-05-14	North America / USA / New Jersey / Hudson County
EPI_ISL_435144	2020-03-11	2020-05-03	Europe / Spain / Madrid
EPI_ISL_442844	2020-04-10	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443245	2020-04-08	2020-05-12	Asia / Singapore
EPI_ISL_436629	2020-03-24	2020-05-06	North America / USA / Wisconsin / Milwaukee County
EPI_ISL_441845	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441345	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441645	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436445	2020-04-09	2020-05-06	Asia / India / Delhi
EPI_ISL_438645	2020-04-23	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442745	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_434045	2020-04-16	2020-04-29	Europe / United Kingdom / England
EPI_ISL_436945	2020-04-06	2020-05-07	North America / USA / Louisiana
EPI_ISL_434645	2020-03-13	2020-04-30	Europe / Sweden / Dalarna
EPI_ISL_439245	2020-04-25	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_437645	2020-04-02	2020-05-11	Europe / Denmark
EPI_ISL_435045	2020-03-22	2020-05-02	Asia / Kazakhstan / Nur-Sultan
EPI_ISL_438845	2020-04-05	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_439045	2020-03-21	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_443246	2020-04-08	2020-05-12	Asia / Singapore
EPI_ISL_443445	2020-04-16	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440445	2020-03-14	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439345	2020-04-30	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_444745	2020-04-02	2020-05-14	North America / USA / New York / Nassau County
EPI_ISL_433246	2020-04-03	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433846	2020-04-07	2020-04-29	Europe / United Kingdom / England
EPI_ISL_434046	2020-04-15	2020-04-29	Europe / United Kingdom / England
EPI_ISL_434246	2020-04-01	2020-04-29	North America / USA / Washington / Yakima County
EPI_ISL_437246	2020-03-11	2020-05-08	Europe / Germany / Bavaria / Munich
EPI_ISL_437446	2020-04-26	2020-05-09	Asia / India / Gujarat / Ahmedabad
EPI_ISL_437746	2020-03-30	2020-05-11	Asia / Saudi Arabia / Madinah
EPI_ISL_437946	2020-03-24	2020-05-12	Europe / Austria / Innsbruck
EPI_ISL_438446	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439046	2020-03-21	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_439146	2020-04-07	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_439346	2020-04-30	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_441746	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442546	2020-04-08	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440746	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444846	2020-04-02	2020-05-14	Europe / Denmark
EPI_ISL_445146	2020-04-02	2020-05-15	North America / USA / Louisiana / New Orleans
EPI_ISL_445746	2020-04-12	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_437047	2020-04-03	2020-05-08	North America / USA / California / Santa Clara County
EPI_ISL_444146	2020-04-08	2020-05-13	Europe / United Kingdom / England
EPI_ISL_441547	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433547	2020-03-31	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_434547	2020-03-24	2020-04-29	North America / Puerto Rico
EPI_ISL_436847	2020-03-24	2020-05-07	North America / USA / Michigan
EPI_ISL_437247	2020-03-11	2020-05-08	Europe / Germany / Bavaria / Munich
EPI_ISL_437747	2020-03-30	2020-05-11	Asia / Saudi Arabia / Madinah
EPI_ISL_437947	2020-03-24	2020-05-12	Europe / Austria / Ramsau im Zillertal
EPI_ISL_438047	2020-03-16	2020-05-12	Europe / Austria / Vienna
EPI_ISL_436247	2020-03-19	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_438147	2020-04-12	2020-05-12	North America / USA / Washington / King County
EPI_ISL_438247	2020-03-17	2020-05-12	North America / USA / Maryland
EPI_ISL_438347	2020-03-29	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438647	2020-04-23	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438747	2020-04-27	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439147	2020-04-09	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_439347	2020-04-30	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_439747	2020-04-09	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439947	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440647	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440747	2020-04-03	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441747	2020-04-06	2020-05-12	Europe / United Kingdom / Northern Ireland
EPI_ISL_442147	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442647	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442747	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443847	2020-03-29	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443947	2020-03-27	2020-05-12	Europe / United Kingdom / England
EPI_ISL_437848	2020-04-03	2020-05-11	North America / USA / Washington
EPI_ISL_433548	2020-03-31	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_434248	2020-04-01	2020-04-29	North America / USA / Washington / King County
EPI_ISL_435448	2020-03-27	2020-05-05	North America / USA / Louisiana / New Orleans
EPI_ISL_436248	2020-03-19	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_440348	2020-03-19	2020-05-12	Europe / United Kingdom / England
EPI_ISL_437748	2020-03-30	2020-05-11	Asia / Saudi Arabia / Madinah
EPI_ISL_440948	2020-04-26	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436948	2020-04-06	2020-05-07	North America / USA / Louisiana
EPI_ISL_437948	2020-03-24	2020-05-12	Europe / Austria / Innsbruck
EPI_ISL_437248	2020-03-11	2020-05-08	Europe / Germany / Bavaria / Munich
EPI_ISL_439348	2020-04-30	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_438148	2020-04-12	2020-05-12	North America / USA / Washington / King County
EPI_ISL_438448	2020-03-29	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439148	2020-03-23	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_439248	2020-04-25	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_439448	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439848	2020-04-17	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443548	2020-04-15	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444248	2020-04-18	2020-05-13	Europe / United Kingdom / England
EPI_ISL_442448	2020-04-09	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442548	2020-04-12	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442748	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444448	2020-04-15	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444648	2020-03-29	2020-05-14	North America / USA / New York / Brooklyn
EPI_ISL_444748	2020-04-02	2020-05-14	North America / USA / New York / Suffolk County
EPI_ISL_433449	2020-04-13	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433849	2020-04-07	2020-04-29	Europe / United Kingdom / England
EPI_ISL_436648	2020-04-02	2020-05-07	North America / USA / California / Santa Clara County
EPI_ISL_439949	2020-03-23	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439849	2020-04-17	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439049	2020-03-21	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_435149	2020-04-08	2020-05-03	Europe / Italy / Abruzzo
EPI_ISL_436049	2020-03-09	2020-05-05	North America / USA / New York / New York City
EPI_ISL_436249	2020-03-19	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_438049	2020-03-16	2020-05-12	Europe / Austria / Vienna
EPI_ISL_441649	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442849	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444749	2020-04-02	2020-05-14	North America / USA / New York / Manhattan
EPI_ISL_444949	2020-03-30	2020-05-14	Europe / Denmark
EPI_ISL_442250	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440250	2020-03-10	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443050	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438050	2020-03-16	2020-05-12	Europe / Austria / Vienna
EPI_ISL_436250	2020-03-19	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_438650	2020-04-23	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438550	2020-04-15	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438350	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440150	2020-03-22	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439450	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440650	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442150	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441550	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433450	2020-04-13	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_435450	2020-03-28	2020-05-05	North America / USA / Louisiana / New Orleans
EPI_ISL_436850	2020-03-24	2020-05-07	North America / USA / Michigan
EPI_ISL_435550	2020-04-25	2020-05-05	North America / USA / Louisiana / Caddo Parish
EPI_ISL_444950	2020-03-30	2020-05-14	Europe / Denmark
